Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
3_H05_109_X11_68_rt1_o_10479813_22MM3HLT4_L3	690783.0	190.0	253530.0	36.7	183.47	12127.0	10961.0	11799.0	131.0	127.0	70.0	1.72	0.07	2.11	0.03	1.9	5520.0	0.8	207.0	0.03	0.29	62.16	0.01	2004	429453	69
3_H06_109_X11_68_rt1_i_10479813_22MM3HLT4_L3	26748434.0	233.0	15978500.0	59.74	227.81	1576729.0	1408497.0	1553270.0	19934.0	1422.0	2103.0	1.59	0.07	1.94	0.04	2.01	414225.0	1.55	15148.0	0.06	0.12	38.43	0.11	32097	10279042	29422
3_H07_403_A20_rt1_i_10479813_22MM3HLT4_L3	28330547.0	225.0	16522233.0	58.32	226.03	1394963.0	1158360.0	1267164.0	125634.0	1125.0	1040.0	1.53	0.07	2.29	0.05	1.78	408215.0	1.44	18067.0	0.06	0.13	39.9	0.15	36826	11302715	42491
3_H08_105_X5_66_rt3_o_10479813_22MM3HLT4_L3	21233798.0	206.0	9881142.0	46.53	199.13	556217.0	510786.0	545478.0	6030.0	3262.0	1447.0	1.64	0.06	1.86	0.03	1.95	193195.0	0.91	8633.0	0.04	0.2	52.29	0.02	42471	11104110	4247
3_H09_112_X4_67_rt3_i_10479813_22MM3HLT4_L3	30557476.0	232.0	18985336.0	62.13	227.38	1805693.0	1598953.0	1782265.0	19952.0	2013.0	1463.0	1.53	0.06	1.88	0.03	1.95	395412.0	1.29	8219.0	0.03	0.1	36.42	0.02	30565	11131831	6113
3_H10_205_X1_54_rt3_o_10479813_22MM3HLT4_L3	824458.0	183.0	279373.0	33.89	184.61	17723.0	16146.0	17406.0	181.0	104.0	32.0	1.58	0.08	2.11	0.04	1.96	5402.0	0.66	321.0	0.04	0.31	65.07	0.04	2556	536476	330
3_H11_218_X8_415_rt2_i_10479813_22MM3HLT4_L3	16687898.0	187.0	5553729.0	33.28	181.47	752817.0	717827.0	740933.0	9916.0	1555.0	413.0	1.67	0.04	1.83	0.02	1.82	120524.0	0.72	9584.0	0.06	0.27	65.64	0.03	45058	10953997	5006
3_H12_304_X5_31_rt1_i_10479813_22MM3HLT4_L3	22335806.0	225.0	12953590.0	57.99	220.84	1064676.0	932235.0	1050028.0	12134.0	1468.0	1046.0	1.54	0.08	2.06	0.04	2.03	348548.0	1.56	12024.0	0.05	0.13	40.16	0.1	29037	8970270	22336
4_A01_304_X5_31_rt1_o_10479813_22MM3HLT4_L3	4785075.0	205.0	2354464.0	49.2	216.3	266996.0	239076.0	263513.0	2956.0	267.0	260.0	1.53	0.07	2.37	0.04	2.05	82153.0	1.72	5171.0	0.11	0.16	48.61	0.2	7656	2326060	9570
4_A02_319_X8_37_rt2_i_10479813_22MM3HLT4_L3	10442957.0	223.0	5797756.0	55.52	223.75	552559.0	478552.0	521950.0	29569.0	486.0	554.0	1.6	0.07	2.31	0.07	2.11	196759.0	1.88	6202.0	0.06	0.13	42.32	0.08	13578	4420306	8356
4_A03_407_X2_24_rt3_o_10479813_22MM3HLT4_L3	13092842.0	222.0	7647620.0	58.41	223.52	691962.0	572595.0	683003.0	7079.0	594.0	1286.0	1.54	0.07	2.49	0.05	1.96	194986.0	1.49	3614.0	0.03	0.12	39.94	0.02	15708	5228295	2618
4_A04_317_X4_42_rt1_o_10479813_22MM3HLT4_L3	12556351.0	233.0	8325225.0	66.3	231.5	517424.0	438082.0	509263.0	6890.0	474.0	797.0	1.49	0.08	1.74	0.04	1.99	169940.0	1.35	2654.0	0.02	0.08	32.23	0.01	10046	4047230	1256
4_A05_220_X10_39_rt1_o_10479813_22MM3HLT4_L3	9578109.0	241.0	6679361.0	69.74	236.33	862376.0	741000.0	843892.0	17156.0	641.0	687.0	1.57	0.07	2.1	0.06	2.03	195824.0	2.04	3579.0	0.04	0.06	28.08	0.04	5747	2689766	3832
4_A06_407_X2_24_rt1_o_10479813_22MM3HLT4_L3	15971546.0	232.0	10317026.0	64.6	231.1	1293575.0	1088898.0	1276612.0	13367.0	1020.0	2576.0	1.53	0.07	2.54	0.05	2.06	307513.0	1.93	5790.0	0.04	0.08	33.33	0.03	12778	5323647	4792
4_A07_418_X5_36_rt1_o_10479813_22MM3HLT4_L3	13649010.0	231.0	8625671.0	63.2	230.37	938759.0	831439.0	926277.0	10769.0	787.0	926.0	1.49	0.09	2.43	0.05	2.1	274512.0	2.01	6343.0	0.05	0.08	34.6	0.06	10921	4723372	8191
4_A08_218_X8_415_rt3_i_10479813_22MM3HLT4_L3	15483340.0	238.0	10323127.0	66.67	232.97	1099484.0	888844.0	1085652.0	12143.0	911.0	778.0	1.51	0.08	2.58	0.04	2.15	236491.0	1.53	5387.0	0.03	0.07	31.68	0.02	10837	4904402	3096
4_A09_313_X1_54_rt3_i_10479813_22MM3HLT4_L3	26564255.0	226.0	15334862.0	57.73	228.23	1483346.0	1303887.0	1463946.0	17287.0	883.0	1230.0	1.46	0.07	2.34	0.04	1.89	304131.0	1.14	9159.0	0.03	0.14	40.91	0.04	37193	10868284	10627
4_A10_101_X2_24_rt3_i_10479813_22MM3HLT4_L3	26268594.0	237.0	18054568.0	68.73	234.64	1805305.0	1431162.0	1785292.0	17262.0	1355.0	1396.0	1.49	0.07	2.48	0.05	2.03	531729.0	2.02	6185.0	0.02	0.07	29.15	0.01	18383	7655103	2626
4_A11_303_X11_68_rt3_i_10479813_22MM3HLT4_L3	18061557.0	230.0	11420237.0	63.23	226.02	1093087.0	914634.0	1079172.0	12138.0	809.0	968.0	1.56	0.07	2.16	0.06	2.16	351009.0	1.94	7470.0	0.04	0.1	34.66	0.02	18065	6261164	3613
4_A12_403_A20_rt2_o_10479813_22MM3HLT4_L3	21759317.0	230.0	14333655.0	65.87	229.27	1783695.0	1494448.0	1737220.0	44262.0	1185.0	1028.0	1.6	0.07	2.63	0.06	2.05	412712.0	1.9	8206.0	0.04	0.09	32.08	0.02	19585	6980807	4352
4_B01_304_X5_31_rt3_o_10479813_22MM3HLT4_L3	14600366.0	240.0	9668919.0	66.22	234.65	1015486.0	876145.0	1001342.0	11834.0	920.0	1390.0	1.56	0.07	2.13	0.04	2.21	259252.0	1.78	4160.0	0.03	0.08	31.88	0.02	11677	4653438	2919
4_B02_319_X8_37_rt2_o_10479813_22MM3HLT4_L3	18225587.0	240.0	12104192.0	66.41	235.78	1170809.0	994339.0	1104559.0	64332.0	937.0	981.0	1.55	0.07	2.48	0.06	2.17	351250.0	1.93	5339.0	0.03	0.08	31.53	0.02	14581	5746580	3645
4_B03_409_X2_45_rt1_i_10479813_22MM3HLT4_L3	2075808.0	216.0	796325.0	38.36	210.22	66620.0	60970.0	65595.0	778.0	175.0	72.0	1.54	0.07	1.75	0.05	1.79	15814.0	0.76	662.0	0.03	0.2	60.64	0.01	4151	1258648	208
4_B04_319_X8_37_rt3_i_10479813_22MM3HLT4_L3	23118725.0	245.0	14618034.0	63.23	235.78	1224081.0	1059631.0	1142870.0	78075.0	959.0	2177.0	1.52	0.07	1.89	0.05	2.09	317303.0	1.37	5388.0	0.02	0.06	35.3	0.01	13873	8161815	2312
4_B05_418_X5_36_rt1_i_10479813_22MM3HLT4_L3	16392012.0	252.0	12128274.0	73.99	241.73	1528237.0	1355885.0	1507511.0	18063.0	1244.0	1419.0	1.52	0.08	2.18	0.04	2.16	312890.0	1.91	4050.0	0.02	0.04	24.03	0.01	6556	3938603	1639
4_B06_207_A04_rt2_o_10479813_22MM3HLT4_L3	25881906.0	242.0	17120782.0	66.15	236.61	1534134.0	1382022.0	1510366.0	20433.0	1420.0	1915.0	1.49	0.1	1.82	0.04	2.07	376345.0	1.45	7034.0	0.03	0.06	32.29	0.02	15529	8357040	5176
4_B07_403_A20_rt3_o_10479813_22MM3HLT4_L3	24681385.0	253.0	18607874.0	75.39	240.87	2587356.0	2166526.0	2537227.0	47357.0	1276.0	1496.0	1.56	0.07	2.72	0.08	2.08	566917.0	2.3	12091.0	0.05	0.04	22.16	0.06	9873	5469820	14810
4_B08_220_X10_39_rt2_o_10479813_22MM3HLT4_L3	24469798.0	249.0	17827618.0	72.86	243.21	2030324.0	1653643.0	1993351.0	34132.0	1300.0	1541.0	1.53	0.07	1.99	0.06	2.07	461084.0	1.88	4713.0	0.02	0.05	25.18	0.01	12235	6161701	2447
4_B09_205_X1_54_rt2_i_10479813_22MM3HLT4_L3	21262967.0	241.0	13461120.0	63.31	235.19	1078881.0	947987.0	1063955.0	12819.0	964.0	1143.0	1.41	0.1	1.85	0.05	1.86	245114.0	1.15	4068.0	0.02	0.07	35.44	0.01	14884	7535654	2126
4_B10_207_A04_rt1_i_10479813_22MM3HLT4_L3	99627.0	232.0	17518.0	17.58	203.16	417.0	395.0	409.0	1.0	7.0	0.0	1.62	0.06	1.75	0.03	2.34	485.0	0.49	80.0	0.08	0.08	81.76	0.01	80	81454	10
4_B11_101_X2_24_rt2_i_10479813_22MM3HLT4_L3	15351275.0	249.0	11384806.0	74.16	242.03	1283527.0	1046244.0	1268206.0	13557.0	866.0	898.0	1.54	0.07	2.54	0.05	2.02	322681.0	2.1	3432.0	0.02	0.04	23.66	0.01	6141	3632679	1535
4_B12_307_A03_rt3_o_10479813_22MM3HLT4_L3	22139660.0	246.0	14724638.0	66.51	240.42	1222315.0	1013400.0	1206393.0	12598.0	772.0	2552.0	1.56	0.07	2.45	0.06	1.72	380256.0	1.72	6380.0	0.03	0.06	31.68	0.01	13282	7012890	2214
4_C01_307_A03_rt2_i_10479813_22MM3HLT4_L3	6886413.0	241.0	4622816.0	67.13	236.8	598673.0	521625.0	591273.0	6536.0	321.0	543.0	1.56	0.07	2.46	0.05	1.73	130980.0	1.9	2118.0	0.03	0.08	30.84	0.02	5509	2123613	1377
4_C02_319_X8_37_rt3_o_10479813_22MM3HLT4_L3	7675475.0	247.0	4957770.0	64.59	237.92	544096.0	473513.0	524958.0	18106.0	374.0	658.0	1.57	0.07	2.19	0.08	2.25	164789.0	2.15	3192.0	0.04	0.06	33.11	0.04	4607	2542046	3071
4_C03_409_X2_45_rt2_i_10479813_22MM3HLT4_L3	16818237.0	245.0	11059333.0	65.76	237.77	1341427.0	1149947.0	1322908.0	15876.0	845.0	1798.0	1.54	0.06	2.07	0.05	1.96	262807.0	1.56	6690.0	0.04	0.07	32.55	0.02	11773	5474271	3364
4_C04_106_X4_46_rt1_o_10479813_22MM3HLT4_L3	7557966.0	231.0	4215916.0	55.78	226.34	296427.0	267459.0	292545.0	3109.0	468.0	305.0	1.57	0.09	1.87	0.04	2.15	79649.0	1.05	1482.0	0.02	0.11	43.03	0.01	8313	3251850	756
4_C05_118_C14_rt1_i_10479813_22MM3HLT4_L3	13176125.0	250.0	9476006.0	71.92	243.69	1223604.0	1043930.0	1206870.0	15554.0	579.0	601.0	1.45	0.05	1.92	0.04	2.17	188929.0	1.43	2693.0	0.02	0.05	26.56	0.02	6587	3499275	2635
4_C06_409_X2_45_rt1_o_10479813_22MM3HLT4_L3	17459297.0	248.0	12017839.0	68.83	239.86	1334692.0	1094135.0	1316850.0	15543.0	792.0	1507.0	1.53	0.07	2.14	0.06	2.01	283479.0	1.62	4566.0	0.03	0.05	29.45	0.02	8729	5141193	3491
4_C07_307_A03_rt2_o_10479813_22MM3HLT4_L3	17422248.0	234.0	10179422.0	58.43	230.26	835066.0	719515.0	823469.0	9011.0	697.0	1889.0	1.54	0.07	2.45	0.06	1.67	245625.0	1.41	5279.0	0.03	0.09	40.03	0.01	15681	6974499	1742
4_C08_218_X8_415_rt2_o_10479813_22MM3HLT4_L3	15479006.0	232.0	8427728.0	54.45	227.54	675680.0	581310.0	665563.0	7582.0	1008.0	1527.0	1.47	0.09	2.43	0.04	2.15	180649.0	1.17	3538.0	0.02	0.09	44.26	0.01	13932	6851611	1548
4_C09_115_X1_54_rt3_o_10479813_22MM3HLT4_L3	4596118.0	220.0	2202862.0	47.93	217.68	148537.0	131991.0	146127.0	1928.0	206.0	276.0	1.48	0.1	1.96	0.04	1.74	39164.0	0.85	1041.0	0.02	0.14	51.04	0.01	6435	2346156	460
4_C10_210_X11_68_rt1_o_10479813_22MM3HLT4_L3	933138.0	232.0	563759.0	60.42	229.54	27538.0	23518.0	26918.0	525.0	50.0	45.0	1.49	0.11	1.83	0.06	2.28	10207.0	1.09	134.0	0.01	0.1	38.37	0.01	933	358012	93
4_C11_101_X2_24_rt2_o_10479813_22MM3HLT4_L3	21959865.0	247.0	15080490.0	68.67	237.79	1267996.0	942904.0	1253200.0	12568.0	922.0	1306.0	1.56	0.07	2.53	0.06	2.1	414745.0	1.89	4329.0	0.02	0.05	29.36	0.01	10979	6447126	2196
4_C12_101_X2_24_rt1_i_10479813_22MM3HLT4_L3	17537160.0	252.0	13428212.0	76.57	240.6	1712143.0	1324252.0	1692092.0	17987.0	1109.0	955.0	1.56	0.07	2.58	0.05	2.07	454640.0	2.59	3420.0	0.02	0.03	20.77	0.01	5263	3643870	1754
4_D01_307_A03_rt3_i_10479813_22MM3HLT4_L3	7727843.0	246.0	5331015.0	68.98	237.07	635769.0	562697.0	627482.0	7105.0	415.0	767.0	1.57	0.06	2.33	0.05	1.77	136521.0	1.77	2395.0	0.03	0.07	29.14	0.01	5409	2251730	773
4_D02_402_X11_57_rt2_i_10479813_22MM3HLT4_L3	12271949.0	244.0	8055341.0	65.64	236.34	837635.0	723134.0	809566.0	27126.0	475.0	468.0	1.52	0.06	2.04	0.04	1.73	167298.0	1.36	3745.0	0.03	0.07	32.87	0.03	8589	4033295	3681
4_D03_409_X2_45_rt3_i_10479813_22MM3HLT4_L3	339911.0	199.0	151476.0	44.56	194.04	2801.0	2427.0	2691.0	25.0	42.0	43.0	1.56	0.05	1.99	0.04	1.74	2695.0	0.79	55.0	0.02	0.18	54.45	0.0	612	185073	0
4_D04_220_X10_39_rt3_i_10479813_22MM3HLT4_L3	15109006.0	232.0	7659473.0	50.69	227.15	715189.0	612969.0	674756.0	38546.0	1173.0	714.0	1.51	0.09	1.52	0.05	1.91	163840.0	1.08	2859.0	0.02	0.12	48.06	0.02	18132	7261681	3022
4_D05_207_A04_rt3_o_10479813_22MM3HLT4_L3	17216125.0	244.0	10459274.0	60.75	234.82	1070386.0	983529.0	1053717.0	14863.0	897.0	909.0	1.47	0.1	1.71	0.04	2.05	219106.0	1.27	4368.0	0.03	0.06	37.88	0.01	10329	6521326	1722
4_D06_403_A20_rt3_i_10479813_22MM3HLT4_L3	29096597.0	250.0	20364840.0	69.99	241.52	1773441.0	1466186.0	1628582.0	142313.0	1052.0	1494.0	1.56	0.07	2.33	0.06	1.91	457373.0	1.57	8238.0	0.03	0.05	28.35	0.01	14548	8248688	2910
4_D07_220_X10_39_rt3_o_10479813_22MM3HLT4_L3	14578901.0	229.0	8331800.0	57.15	225.96	787017.0	667605.0	748568.0	36363.0	1179.0	907.0	1.51	0.08	1.66	0.05	1.96	191284.0	1.31	3657.0	0.03	0.11	41.39	0.02	16034	6033211	2915
4_D08_106_X4_46_rt2_o_10479813_22MM3HLT4_L3	14853758.0	235.0	9071333.0	61.07	231.25	729369.0	643366.0	719684.0	7924.0	854.0	907.0	1.51	0.09	1.93	0.04	2.22	182394.0	1.23	2654.0	0.02	0.09	37.58	0.01	13370	5582522	1486
4_D09_417_X1_54_rt2_o_10479813_22MM3HLT4_L3	26038.0	103.0	831.0	3.19	228.94	43.0	28.0	42.0	0.0	0.0	1.0	1.48	0.1	2.54	0.04	1.57	18.0	0.07	1.0	0.0	0.0	96.72	0.01	0	25185	3
4_D10_307_A03_rt1_i_10479813_22MM3HLT4_L3	17891694.0	249.0	13215452.0	73.86	242.03	1180171.0	995646.0	1164977.0	12923.0	665.0	1606.0	1.5	0.07	2.43	0.06	1.67	361805.0	2.02	3834.0	0.02	0.05	24.04	0.01	8943	4299871	1789
4_D11_303_X11_68_rt1_o_10479813_22MM3HLT4_L3	20935751.0	249.0	15285833.0	73.01	241.57	1544952.0	1200876.0	1524381.0	17881.0	866.0	1824.0	1.57	0.08	2.36	0.05	2.21	470342.0	2.25	3933.0	0.02	0.05	24.66	0.01	10469	5163081	2094
4_D12_302_C17_rt3_o_10479813_22MM3HLT4_L3	27636207.0	252.0	19371879.0	70.1	243.61	1878670.0	1457419.0	1853161.0	22034.0	1195.0	2280.0	1.47	0.07	2.37	0.05	2.54	467239.0	1.69	6354.0	0.02	0.04	28.14	0.01	11055	7776917	2764
4_E01_317_X4_42_rt1_i_10479813_22MM3HLT4_L3	3161366.0	225.0	1711236.0	54.13	224.0	146150.0	132269.0	143673.0	2005.0	281.0	191.0	1.55	0.08	1.56	0.04	2.02	32394.0	1.02	973.0	0.03	0.14	44.65	0.02	4426	1411704	632
4_E02_403_A20_rt2_i_10479813_22MM3HLT4_L3	34999.0	199.0	11965.0	34.19	198.32	1120.0	1006.0	1076.0	38.0	5.0	1.0	1.58	0.07	2.08	0.04	1.88	363.0	1.04	43.0	0.12	0.26	64.24	0.15	91	22484	53
4_E03_409_X2_45_rt3_o_10479813_22MM3HLT4_L3	4775725.0	229.0	2340235.0	49.0	226.29	207941.0	174740.0	204998.0	2437.0	252.0	254.0	1.54	0.06	2.05	0.05	2.02	50910.0	1.07	1691.0	0.04	0.12	49.76	0.02	5730	2376204	955
4_E04_307_A03_rt1_o_10479813_22MM3HLT4_L3	18111534.0	191.0	7066917.0	39.02	180.7	154969.0	135031.0	149320.0	1239.0	1942.0	2468.0	1.63	0.06	2.23	0.04	1.6	130026.0	0.72	3668.0	0.02	0.2	60.04	0.0	36225	10874698	0
4_E05_107_X4_32_rt1_i_10479813_22MM3HLT4_L3	19432641.0	247.0	13910704.0	71.58	240.87	1155914.0	993851.0	1140353.0	12983.0	1004.0	1574.0	1.51	0.08	2.34	0.05	2.15	293185.0	1.51	3209.0	0.02	0.05	26.83	0.01	9717	5213883	1943
4_E06_218_X8_415_rt1_o_10479813_22MM3HLT4_L3	24518754.0	255.0	18273569.0	74.53	243.82	2764303.0	2170127.0	2726875.0	34566.0	1437.0	1425.0	1.54	0.08	2.64	0.04	2.28	481528.0	1.96	6419.0	0.03	0.03	23.43	0.01	7359	5747426	2453
4_E07_402_X11_57_rt1_o_10479813_22MM3HLT4_L3	18857022.0	246.0	12952901.0	68.69	242.48	1196107.0	992619.0	1154624.0	39572.0	616.0	1295.0	1.51	0.06	2.19	0.04	1.81	280696.0	1.49	5577.0	0.03	0.06	29.7	0.02	11319	5602756	3773
4_E08_402_X11_57_rt2_o_10479813_22MM3HLT4_L3	11198164.0	205.0	5313790.0	47.45	197.06	126765.0	81271.0	93886.0	31292.0	776.0	811.0	1.63	0.05	1.89	0.03	1.7	92950.0	0.83	1977.0	0.02	0.17	51.53	0.0	19037	5770410	0
4_E09_411_C17_rt3_i_10479813_22MM3HLT4_L3	16538198.0	254.0	11898344.0	71.94	244.19	913441.0	782317.0	897914.0	13580.0	926.0	1021.0	1.44	0.09	2.0	0.05	2.75	226915.0	1.37	3378.0	0.02	0.03	26.62	0.01	4962	4402945	1654
4_E10_411_C17_rt2_o_10479813_22MM3HLT4_L3	16555897.0	255.0	12773345.0	77.15	244.55	1873016.0	1591308.0	1846168.0	23710.0	1299.0	1839.0	1.55	0.07	2.46	0.04	2.56	298768.0	1.8	4280.0	0.03	0.03	20.97	0.02	4966	3471227	3311
4_E11_106_X4_46_rt1_i_10479813_22MM3HLT4_L3	13575004.0	254.0	10709333.0	78.89	243.84	1647603.0	1410926.0	1626518.0	19000.0	959.0	1126.0	1.53	0.07	2.23	0.04	2.26	316505.0	2.33	2495.0	0.02	0.04	18.7	0.03	5427	2537174	4070
4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3	21599611.0	245.0	15573172.0	72.1	239.63	1744988.0	1470921.0	1696883.0	46031.0	813.0	1261.0	1.51	0.08	2.77	0.06	1.97	405470.0	1.88	5889.0	0.03	0.06	25.92	0.02	12958	5597803	4319
4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3	7053947.0	235.0	4325591.0	61.32	231.84	456062.0	406342.0	449822.0	5328.0	359.0	553.0	1.5	0.07	1.79	0.04	1.96	99237.0	1.41	2384.0	0.03	0.09	37.11	0.04	6348	2617565	2821
4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3	13120663.0	240.0	8416080.0	64.14	231.68	828583.0	711695.0	816801.0	8696.0	744.0	2342.0	1.54	0.07	2.38	0.05	1.96	200265.0	1.53	3757.0	0.03	0.08	34.22	0.01	10494	4488755	1312
4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3	11636672.0	233.0	6430252.0	55.26	225.54	439195.0	393413.0	432148.0	5167.0	1327.0	553.0	1.53	0.08	2.0	0.04	2.19	139064.0	1.2	3485.0	0.03	0.09	43.41	0.01	10475	5052233	1164
4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3	8225417.0	238.0	3906391.0	47.49	228.87	384647.0	344952.0	379925.0	4019.0	385.0	318.0	1.51	0.06	1.78	0.03	2.05	79419.0	0.97	2563.0	0.03	0.09	51.41	0.01	7403	4228818	823
4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3	22179341.0	237.0	13257142.0	59.77	233.57	1102609.0	970726.0	1087243.0	11810.0	1322.0	2234.0	1.54	0.08	2.5	0.04	2.05	301753.0	1.36	5201.0	0.02	0.08	38.74	0.02	17745	8593064	4436
4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3	22026358.0	240.0	13458967.0	61.1	235.77	1234858.0	1129512.0	1216003.0	16690.0	1000.0	1165.0	1.48	0.1	1.76	0.04	2.02	283876.0	1.29	5966.0	0.03	0.07	37.49	0.02	15419	8257725	4405
4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3	16959884.0	240.0	10821623.0	63.81	234.42	1000812.0	857582.0	987320.0	11096.0	856.0	1540.0	1.54	0.08	2.5	0.04	2.05	271845.0	1.6	3331.0	0.02	0.07	34.48	0.02	11872	5847821	3392
4_F08_303_X11_68_rt2_o_10479813_22MM3HLT4_L3	229190.0	220.0	117235.0	51.15	217.02	4626.0	4093.0	4510.0	89.0	20.0	7.0	1.53	0.1	1.66	0.05	2.13	1882.0	0.82	37.0	0.02	0.15	47.85	0.01	344	109669	23
4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3	33926416.0	248.0	24276180.0	71.56	239.51	2495547.0	2104462.0	2460151.0	32046.0	1330.0	2020.0	1.49	0.07	2.12	0.07	2.18	631839.0	1.86	9069.0	0.03	0.05	26.47	0.04	16960	8978799	13568
4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3	10650518.0	238.0	6607711.0	62.04	233.51	500003.0	411099.0	481312.0	17670.0	430.0	591.0	1.51	0.06	2.1	0.04	1.78	128631.0	1.21	2750.0	0.03	0.08	36.63	0.01	8522	3901839	1065
4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3	23658223.0	246.0	16003598.0	67.64	237.6	1247802.0	1063018.0	1229079.0	15170.0	1513.0	2040.0	1.47	0.08	2.28	0.05	1.93	331744.0	1.4	4869.0	0.02	0.05	30.88	0.01	11826	7303821	2365
4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3	17709144.0	242.0	10911254.0	61.61	236.15	823353.0	617990.0	811944.0	8909.0	658.0	1842.0	1.54	0.07	2.12	0.05	2.03	263213.0	1.49	6051.0	0.03	0.07	36.78	0.02	12395	6512690	3541
4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3	17895846.0	216.0	8574664.0	47.91	209.56	276920.0	122222.0	138995.0	135123.0	1951.0	851.0	1.63	0.07	2.02	0.04	1.85	174821.0	0.98	2624.0	0.01	0.15	50.93	0.01	26846	9115101	1790
4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3	14034954.0	248.0	10092560.0	71.91	239.27	1410949.0	1192815.0	1393270.0	14996.0	969.0	1714.0	1.53	0.07	2.48	0.05	2.03	274960.0	1.96	3772.0	0.03	0.05	26.04	0.02	7016	3653840	2806
4_G03_418_X5_36_rt3_o_10479813_22MM3HLT4_L3	504875.0	219.0	243554.0	48.24	217.27	13566.0	11981.0	13310.0	157.0	75.0	24.0	1.59	0.08	1.96	0.04	2.15	4835.0	0.96	94.0	0.02	0.19	50.59	0.01	959	255382	50
4_G04_304_X5_31_rt2_o_10479813_22MM3HLT4_L3	4135993.0	225.0	1938782.0	46.88	220.02	143175.0	128439.0	140812.0	1727.0	365.0	271.0	1.55	0.07	1.63	0.04	2.17	41559.0	1.0	1156.0	0.03	0.14	51.94	0.01	5791	2148292	414
4_G05_105_X5_66_rt2_o_10479813_22MM3HLT4_L3	18021518.0	247.0	11493968.0	63.78	239.25	1021347.0	844374.0	1007587.0	11105.0	850.0	1805.0	1.53	0.07	2.07	0.04	2.2	272169.0	1.51	4448.0	0.02	0.06	34.61	0.01	10815	6238316	1802
4_G06_112_X4_67_rt1_o_10479813_22MM3HLT4_L3	22046152.0	248.0	15897496.0	72.11	239.52	732383.0	609963.0	723943.0	6235.0	651.0	1554.0	1.42	0.06	2.2	0.04	1.97	387130.0	1.76	2407.0	0.01	0.04	26.08	0.01	8816	5748099	2204
4_G07_418_X5_36_rt2_o_10479813_22MM3HLT4_L3	11054121.0	229.0	5623584.0	50.87	224.06	415778.0	372836.0	409358.0	4884.0	1004.0	532.0	1.56	0.09	2.09	0.04	2.2	131303.0	1.19	2937.0	0.03	0.11	47.79	0.01	12160	5283031	1105
4_G08_205_X1_54_rt3_i_10479813_22MM3HLT4_L3	17452991.0	239.0	10977606.0	62.9	233.26	817678.0	713363.0	806385.0	9741.0	801.0	751.0	1.47	0.09	1.86	0.05	1.87	186187.0	1.07	4138.0	0.02	0.07	35.93	0.01	12218	6271097	1745
4_G09_BLANK_10479813_22MM3HLT4_L3	40199.0	247.0	135.0	0.34	187.88	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.15	3.45	0.0	1.0	68.0	0.17	17.0	0.04	0.02	99.39	0.04	8	39955	16
4_G10_417_X1_54_rt2_i_10479813_22MM3HLT4_L3	21947896.0	247.0	16129262.0	73.49	240.61	1443616.0	1202692.0	1424070.0	17751.0	569.0	1226.0	1.4	0.07	2.17	0.04	1.77	309760.0	1.41	3537.0	0.02	0.04	25.02	0.02	8780	5492166	4390
4_G11_320_X2_24_rt2_o_10479813_22MM3HLT4_L3	20341500.0	247.0	14362710.0	70.61	240.98	1222450.0	1009222.0	1206597.0	13281.0	1130.0	1442.0	1.49	0.08	2.41	0.05	1.98	330153.0	1.62	3934.0	0.02	0.04	27.7	0.01	8137	5634532	2034
4_G12_407_X2_24_rt3_i_10479813_22MM3HLT4_L3	16953958.0	247.0	11875806.0	70.05	239.2	1685121.0	1460935.0	1664943.0	16443.0	1167.0	2568.0	1.5	0.07	2.66	0.05	2.01	419570.0	2.47	10744.0	0.06	0.05	27.22	0.15	8475	4613937	25426
4_H01_319_X8_37_rt1_o_10479813_22MM3HLT4_L3	3514901.0	225.0	1645014.0	46.8	222.59	166695.0	147825.0	158863.0	7538.0	131.0	163.0	1.58	0.07	2.46	0.07	2.09	67579.0	1.92	2550.0	0.07	0.15	50.86	0.2	5272	1787457	7029
